,game_date,play_id,play_type_nfl,punt_inside_twenty,game_id,possession_team,home_team,away_team,home_score,away_score,total_home_score,total_away_score,win_percentage,game_half,game_seconds_remaining,play_type,defense_win_percentage,return_yards,return_touchdown
63960,2018-10-14,178.0,PUNT,0.0,2018_06_LAC_CLE,CLE,CLE,LAC,14,38,0.0,0.0,0.48805323,Half1,3474.0,punt,0.5119468,32.0,0.0
64009,2018-10-14,1357.0,PUNT,0.0,2018_06_LAC_CLE,LAC,CLE,LAC,14,38,3.0,7.0,0.58731186,Half1,2402.0,punt,0.41268814,33.0,0.0
64160,2018-10-11,708.0,PUNT,0.0,2018_06_PHI_NYG,NYG,NYG,PHI,13,34,3.0,7.0,0.31983557,Half1,3003.0,punt,0.68016446,23.0,0.0
65677,2018-10-21,3906.0,PUNT,0.0,2018_07_CLE_TB,TB,TB,CLE,26,23,23.0,16.0,0.8372454,Half2,170.0,punt,0.1627546,32.0,0.0
66355,2018-10-21,2463.0,PUNT,0.0,2018_07_HOU_JAX,HOU,JAX,HOU,7,20,0.0,20.0,0.95062566,Half2,1334.0,punt,0.049374342,21.0,0.0
66553,2018-10-21,3243.0,PUNT,0.0,2018_07_LA_SF,SF,SF,LA,10,39,10.0,32.0,0.0018486602,Half2,749.0,punt,0.99815136,36.0,0.0
66668,2018-10-21,2078.0,PUNT,0.0,2018_07_MIN_NYJ,NYJ,NYJ,MIN,17,37,7.0,10.0,0.3512087,Half1,1914.0,punt,0.6487913,20.0,0.0
67209,2018-10-22,1153.0,PUNT,0.0,2018_07_NYG_ATL,ATL,ATL,NYG,23,20,0.0,0.0,0.48012182,Half1,2256.0,punt,0.51987815,21.0,0.0
67589,2018-10-28,2345.0,PUNT,0.0,2018_08_BAL_CAR,CAR,CAR,BAL,36,21,24.0,7.0,0.9259585,Half2,1619.0,punt,0.074041486,23.0,0.0
67693,2018-10-28,651.0,PUNT,0.0,2018_08_CLE_PIT,CLE,PIT,CLE,33,18,0.0,3.0,0.48073223,Half1,3077.0,punt,0.5192678,23.0,0.0
68499,2018-10-25,2736.0,PUNT,0.0,2018_08_MIA_HOU,HOU,HOU,MIA,42,23,21.0,10.0,0.8457071,Half2,1315.0,punt,0.15429288,21.0,0.0
68672,2018-10-29,2817.0,PUNT,0.0,2018_08_NE_BUF,NE,BUF,NE,6,25,3.0,9.0,0.65419316,Half2,1469.0,punt,0.34580684,31.0,0.0
69038,2018-10-28,2689.0,PUNT,0.0,2018_08_NYJ_CHI,NYJ,CHI,NYJ,24,10,14.0,3.0,0.10521804,Half2,1239.0,punt,0.89478195,21.0,0.0
69208,2018-10-28,2455.0,PUNT,0.0,2018_08_PHI_JAX,PHI,JAX,PHI,18,24,12.0,17.0,0.5710738,Half2,1102.0,punt,0.42892623,23.0,0.0
70274,2018-11-04,2180.0,PUNT,0.0,2018_09_CHI_BUF,BUF,BUF,CHI,9,41,0.0,21.0,0.059290636,Half1,1906.0,punt,0.94070935,36.0,0.0
70458,2018-11-04,1601.0,PUNT,0.0,2018_09_DET_MIN,DET,MIN,DET,24,9,14.0,6.0,0.19007862,Half1,1850.0,punt,0.8099214,24.0,0.0
72701,2018-11-11,1139.0,PUNT,0.0,2018_10_BUF_NYJ,NYJ,NYJ,BUF,10,41,0.0,17.0,0.118363515,Half1,2584.0,punt,0.8816365,21.0,0.0
74195,2018-11-12,123.0,PUNT,0.0,2018_10_NYG_SF,NYG,SF,NYG,23,27,0.0,0.0,0.34601623,Half1,3525.0,punt,0.6539838,23.0,0.0
74919,2018-11-18,776.0,PUNT,0.0,2018_11_CIN_BAL,BAL,BAL,CIN,24,21,7.0,0.0,0.77796626,Half1,2899.0,punt,0.22203374,38.0,0.0
76574,2018-11-18,1042.0,PUNT,0.0,2018_11_PIT_JAX,PIT,JAX,PIT,16,20,3.0,0.0,0.32268274,Half1,2537.0,punt,0.67731726,25.0,0.0
76908,2018-11-18,595.0,PUNT,0.0,2018_11_TEN_IND,TEN,IND,TEN,38,10,0.0,0.0,0.35619316,Half1,3009.0,punt,0.6438068,51.0,0.0
77062,2018-11-25,392.0,PUNT,0.0,2018_12_ARI_LAC,LAC,LAC,ARI,45,10,0.0,7.0,0.31625548,Half1,3204.0,punt,0.68374455,26.0,0.0
77089,2018-11-25,1025.0,PUNT,0.0,2018_12_ARI_LAC,ARI,LAC,ARI,45,10,7.0,10.0,0.46490046,Half1,2527.0,punt,0.5350995,23.0,0.0
77685,2018-11-25,3668.0,PUNT,0.0,2018_12_CLE_CIN,CLE,CIN,CLE,20,35,20.0,35.0,0.9906844,Half2,382.0,punt,0.00931561,23.0,0.0
77708,2018-11-25,4188.0,PUNT,0.0,2018_12_CLE_CIN,CLE,CIN,CLE,20,35,20.0,35.0,0.9986552,Half2,120.0,punt,0.0013448,33.0,0.0
77821,2018-11-25,2450.0,PUNT,0.0,2018_12_GB_MIN,MIN,MIN,GB,24,17,14.0,14.0,0.47584873,Half2,1507.0,punt,0.52415127,23.0,0.0
77839,2018-11-25,2857.0,PUNT,0.0,2018_12_GB_MIN,GB,MIN,GB,24,17,17.0,14.0,0.24449894,Half2,1018.0,punt,0.75550103,20.0,0.0
77998,2018-11-25,2912.0,PUNT,0.0,2018_12_JAX_BUF,BUF,BUF,JAX,24,21,14.0,14.0,0.4657808,Half2,1280.0,punt,0.5342192,21.0,0.0
78648,2018-11-25,1273.0,PUNT,0.0,2018_12_OAK_BAL,OAK,BAL,LV,34,17,9.0,7.0,0.46833506,Half1,2581.0,punt,0.53166497,70.0,1.0
79334,2018-11-26,803.0,PUNT,0.0,2018_12_TEN_HOU,TEN,HOU,TEN,34,17,7.0,10.0,0.4898629,Half1,2826.0,punt,0.5101371,25.0,0.0
79567,2018-11-22,2305.0,PUNT,0.0,2018_12_WAS_DAL,DAL,DAL,WAS,31,23,10.0,7.0,0.5952005,Half2,1544.0,punt,0.40479952,30.0,0.0
79694,2018-12-02,955.0,PUNT,0.0,2018_13_ARI_GB,ARI,GB,ARI,17,20,0.0,0.0,0.39446434,Half1,2635.0,punt,0.6055356,24.0,0.0
81613,2018-12-02,3040.0,PUNT,0.0,2018_13_LAC_PIT,PIT,PIT,LAC,30,33,23.0,21.0,0.8161081,Half2,791.0,punt,0.18389189,73.0,1.0
81790,2018-12-02,3123.0,PUNT,0.0,2018_13_MIN_NE,MIN,NE,MIN,24,10,17.0,10.0,0.11859196,Half2,862.0,punt,0.88140804,23.0,0.0
82869,2018-12-09,3600.0,PUNT,0.0,2018_14_BAL_KC,KC,KC,BAL,27,24,17.0,17.0,0.4265929,Half2,324.0,punt,0.5734071,55.0,0.0
83384,2018-12-09,2917.0,PUNT,0.0,2018_14_DEN_SF,SF,SF,DEN,20,14,20.0,0.0,0.95153975,Half2,1572.0,punt,0.048460245,20.0,0.0
83653,2018-12-09,227.0,PUNT,0.0,2018_14_IND_HOU,HOU,HOU,IND,21,24,0.0,0.0,0.59220535,Half1,3400.0,punt,0.40779465,26.0,0.0
84088,2018-12-09,2254.0,PUNT,0.0,2018_14_LA_CHI,LA,CHI,LA,15,6,6.0,6.0,0.42427585,Half1,1863.0,punt,0.5757241,22.0,0.0
84758,2018-12-09,1078.0,PUNT,0.0,2018_14_NYG_WAS,WAS,WAS,NYG,16,40,0.0,7.0,0.2576973,Half1,2719.0,punt,0.74230266,23.0,0.0
86294,2018-12-16,3600.0,PUNT,0.0,2018_15_GB_CHI,GB,CHI,GB,24,17,21.0,14.0,0.09869066,Half2,566.0,punt,0.9013094,44.0,0.0
86706,2018-12-16,370.0,PUNT,0.0,2018_15_MIA_MIN,MIA,MIN,MIA,41,17,7.0,0.0,0.27185988,Half1,3272.0,punt,0.7281401,21.0,0.0
86789,2018-12-16,2353.0,PUNT,0.0,2018_15_MIA_MIN,MIA,MIN,MIA,41,17,21.0,17.0,0.23815441,Half2,1516.0,punt,0.7618456,70.0,0.0
88186,2018-12-16,1977.0,PUNT,0.0,2018_15_WAS_JAX,WAS,JAX,WAS,13,16,9.0,3.0,0.4178062,Half1,1823.0,punt,0.5821938,74.0,1.0
88599,2018-12-22,3686.0,PUNT,0.0,2018_16_BAL_LAC,BAL,LAC,BAL,10,22,10.0,16.0,0.73810893,Half2,192.0,punt,0.26189107,24.0,0.0
88751,2018-12-23,3289.0,PUNT,0.0,2018_16_BUF_NE,BUF,NE,BUF,24,12,21.0,6.0,0.014714455,Half2,666.0,punt,0.9852855,25.0,0.0
89115,2018-12-24,241.0,PUNT,0.0,2018_16_DEN_OAK,DEN,LV,DEN,27,14,6.0,0.0,0.37351352,Half1,3335.0,punt,0.6264865,99.0,1.0
89765,2018-12-23,1832.0,PUNT,0.0,2018_16_JAX_MIA,MIA,MIA,JAX,7,17,7.0,7.0,0.46651554,Half1,1822.0,punt,0.53348446,44.0,0.0
90192,2018-12-23,3616.0,PUNT,0.0,2018_16_LA_ARI,ARI,ARI,LA,9,31,9.0,31.0,0.0003879581,Half2,506.0,punt,0.99961203,26.0,0.0
91174,2018-12-30,1714.0,PUNT,0.0,2018_17_ARI_SEA,SEA,SEA,ARI,27,24,14.0,10.0,0.6609545,Half1,2023.0,punt,0.33904552,45.0,0.0
92063,2018-12-30,2502.0,PUNT,0.0,2018_17_CLE_BAL,BAL,BAL,CLE,26,24,20.0,7.0,0.89164805,Half2,1670.0,punt,0.108351946,37.0,0.0
92442,2018-12-30,2362.0,PUNT,0.0,2018_17_DET_GB,GB,GB,DET,0,31,0.0,21.0,0.045775045,Half2,1610.0,punt,0.95422494,25.0,0.0
92819,2018-12-30,3377.0,PUNT,0.0,2018_17_JAX_HOU,JAX,HOU,JAX,20,3,20.0,3.0,0.011495116,Half2,566.0,punt,0.9885049,30.0,0.0
94050,2019-01-06,694.0,PUNT,0.0,2018_18_LAC_BAL,BAL,BAL,LAC,17,23,0.0,3.0,0.36745384,Half1,2915.0,punt,0.6325462,33.0,0.0
94530,2019-01-05,3280.0,PUNT,0.0,2018_18_SEA_DAL,SEA,DAL,SEA,24,22,17.0,14.0,0.25204614,Half2,668.0,punt,0.7479539,51.0,0.0
98097,2019-09-08,772.0,PUNT,0.0,2019_01_PIT_NE,PIT,NE,PIT,33,3,7.0,0.0,0.23652911,Half1,2853.0,punt,0.7634709,20.0,0.0
98860,2019-09-15,1868.0,PUNT,0.0,2019_02_ARI_BAL,ARI,BAL,ARI,23,17,17.0,6.0,0.10757706,Half1,1974.0,punt,0.8924229,25.0,0.0
99049,2019-09-15,1972.0,PUNT,0.0,2019_02_BUF_NYG,BUF,NYG,BUF,14,28,7.0,21.0,0.86268353,Half1,1892.0,punt,0.13731647,60.0,0.0
100171,2019-09-15,3629.0,PUNT,0.0,2019_02_KC_OAK,OAK,LV,KC,10,28,10.0,28.0,0.013323236,Half2,770.0,punt,0.98667675,20.0,0.0
100840,2019-09-15,3034.0,PUNT,0.0,2019_02_NO_LA,NO,LA,NO,27,9,13.0,6.0,0.15174972,Half2,1129.0,punt,0.84825027,32.0,0.0
101503,2019-09-12,1283.0,PUNT,0.0,2019_02_TB_CAR,TB,CAR,TB,14,20,3.0,3.0,0.3416158,Half1,2406.0,punt,0.6583842,39.0,0.0
102058,2019-09-22,1338.0,PUNT,0.0,2019_03_CAR_ARI,CAR,ARI,CAR,20,38,7.0,7.0,0.3940829,Half1,2266.0,punt,0.6059171,20.0,0.0
102863,2019-09-22,3119.0,PUNT,0.0,2019_03_DET_PHI,PHI,PHI,DET,24,27,17.0,27.0,0.09030768,Half2,795.0,punt,0.9096923,24.0,0.0
103008,2019-09-22,2324.0,PUNT,0.0,2019_03_HOU_LAC,LAC,LAC,HOU,20,27,17.0,7.0,0.79799986,Half2,1583.0,punt,0.20200014,23.0,0.0
103455,2019-09-22,218.0,PUNT,0.0,2019_03_NO_SEA,SEA,SEA,NO,27,33,0.0,6.0,0.44885355,Half1,3439.0,punt,0.55114645,53.0,1.0
105070,2019-09-29,1082.0,PUNT,0.0,2019_04_DAL_NO,DAL,NO,DAL,12,10,3.0,3.0,0.35945836,Half1,2618.0,punt,0.6405417,23.0,0.0
108071,2019-10-06,2704.0,PUNT,0.0,2019_05_CHI_OAK,OAK,LV,CHI,24,21,17.0,14.0,0.6631936,Half2,1018.0,punt,0.33680642,71.0,0.0
108215,2019-10-07,1986.0,PUNT,0.0,2019_05_CLE_SF,CLE,SF,CLE,31,3,21.0,3.0,0.047449544,Half1,1858.0,punt,0.9525505,32.0,0.0
108416,2019-10-06,2956.0,PUNT,0.0,2019_05_DEN_LAC,DEN,LAC,DEN,13,20,6.0,17.0,0.96297777,Half2,949.0,punt,0.037022233,68.0,1.0
112115,2019-10-13,113.0,PUNT,0.0,2019_06_TEN_DEN,TEN,DEN,TEN,16,0,0.0,0.0,0.35638472,Half1,3517.0,punt,0.64361525,42.0,0.0
112431,2019-10-13,3587.0,PUNT,0.0,2019_06_WAS_MIA,WAS,MIA,WAS,16,17,10.0,17.0,0.8345038,Half2,388.0,punt,0.16549617,21.0,0.0
113228,2019-10-17,717.0,PUNT,0.0,2019_07_KC_DEN,DEN,DEN,KC,6,30,6.0,7.0,0.42115992,Half1,2867.0,punt,0.5788401,36.0,0.0
113461,2019-10-20,2229.0,PUNT,0.0,2019_07_LA_ATL,ATL,ATL,LA,10,37,3.0,13.0,0.18057184,Half1,1832.0,punt,0.81942815,35.0,0.0
114222,2019-10-21,3623.0,PUNT,0.0,2019_07_NE_NYJ,NYJ,NYJ,NE,0,33,0.0,33.0,0.000118860036,Half2,735.0,punt,0.99988115,22.0,0.0
114348,2019-10-20,2314.0,PUNT,0.0,2019_07_NO_CHI,CHI,CHI,NO,25,36,10.0,12.0,0.4126586,Half1,1909.0,punt,0.5873414,23.0,0.0
114617,2019-10-20,3733.0,PUNT,0.0,2019_07_OAK_GB,GB,GB,LV,42,24,42.0,17.0,0.99976856,Half2,144.0,punt,0.00023144484,32.0,0.0
116052,2019-10-27,1041.0,PUNT,0.0,2019_08_LAC_CHI,LAC,CHI,LAC,16,17,3.0,0.0,0.30238178,Half1,2562.0,punt,0.69761825,24.0,0.0
116583,2019-10-27,999.0,PUNT,0.0,2019_08_NYJ_JAX,NYJ,JAX,NYJ,29,15,13.0,7.0,0.23365533,Half1,2658.0,punt,0.76634467,24.0,0.0
117339,2019-10-27,1717.0,PUNT,0.0,2019_08_TB_TEN,TEN,TEN,TB,27,23,14.0,6.0,0.7852193,Half1,2179.0,punt,0.21478069,40.0,0.0
117729,2019-11-03,2871.0,PUNT,0.0,2019_09_CHI_PHI,PHI,PHI,CHI,22,14,19.0,7.0,0.86642,Half2,1151.0,punt,0.13358003,24.0,0.0
117796,2019-11-03,255.0,PUNT,0.0,2019_09_CLE_DEN,CLE,DEN,CLE,24,19,0.0,0.0,0.45054886,Half1,3370.0,punt,0.5494511,20.0,0.0
120360,2019-11-10,1338.0,PUNT,0.0,2019_10_ATL_NO,NO,NO,ATL,9,26,3.0,10.0,0.30264828,Half1,2368.0,punt,0.6973517,21.0,0.0
120802,2019-11-10,3481.0,PUNT,0.0,2019_10_BUF_CLE,CLE,CLE,BUF,19,16,12.0,9.0,0.6304856,Half2,563.0,punt,0.3695144,22.0,0.0
121892,2019-11-10,2721.0,PUNT,0.0,2019_10_MIA_IND,MIA,IND,MIA,12,16,3.0,10.0,0.7102392,Half2,1254.0,punt,0.28976083,21.0,0.0
122399,2019-11-11,1796.0,PUNT,0.0,2019_10_SEA_SF,SF,SF,SEA,24,27,10.0,7.0,0.5617844,Half1,1919.0,punt,0.4382156,20.0,0.0
122769,2019-11-17,806.0,PUNT,0.0,2019_11_ATL_CAR,CAR,CAR,ATL,3,29,0.0,9.0,0.4282594,Half1,2778.0,punt,0.5717406,78.0,1.0
123502,2019-11-17,1452.0,PUNT,0.0,2019_11_DAL_DET,DAL,DET,DAL,27,35,7.0,10.0,0.4798097,Half1,2477.0,punt,0.5201903,32.0,0.0
124579,2019-11-17,1040.0,PUNT,0.0,2019_11_NO_TB,TB,TB,NO,17,34,0.0,13.0,0.16396485,Half1,2527.0,punt,0.83603513,27.0,0.0
125092,2019-11-25,119.0,PUNT,0.0,2019_12_BAL_LA,LA,LA,BAL,6,45,0.0,0.0,0.46170697,Half1,3525.0,punt,0.538293,20.0,0.0
126356,2019-11-24,1024.0,PUNT,0.0,2019_12_JAX_TEN,JAX,TEN,JAX,42,20,0.0,0.0,0.37796634,Half1,2451.0,punt,0.62203366,21.0,0.0
126746,2019-11-24,1632.0,PUNT,0.0,2019_12_NYG_CHI,CHI,CHI,NYG,19,14,0.0,7.0,0.29330602,Half1,2214.0,punt,0.706694,40.0,0.0
126946,2019-11-24,1784.0,PUNT,0.0,2019_12_OAK_NYJ,OAK,NYJ,LV,34,3,13.0,3.0,0.12901916,Half1,1920.0,punt,0.87098086,26.0,0.0
130052,2019-12-01,3456.0,PUNT,0.0,2019_13_TB_JAX,TB,JAX,TB,11,28,11.0,25.0,0.93865365,Half2,692.0,punt,0.061346352,43.0,0.0
130163,2019-12-01,1460.0,PUNT,0.0,2019_13_TEN_IND,TEN,IND,TEN,17,31,10.0,7.0,0.25287047,Half1,2045.0,punt,0.74712956,23.0,0.0
132528,2019-12-08,653.0,PUNT,0.0,2019_14_PIT_ARI,ARI,ARI,PIT,17,23,0.0,9.0,0.35965383,Half1,2893.0,punt,0.64034617,85.0,1.0
132591,2019-12-08,2021.0,PUNT,0.0,2019_14_PIT_ARI,PIT,ARI,PIT,17,23,10.0,13.0,0.5265271,Half2,1719.0,punt,0.4734729,29.0,0.0
132885,2019-12-08,890.0,PUNT,0.0,2019_14_SF_NO,SF,NO,SF,46,48,13.0,7.0,0.2508532,Half1,2860.0,punt,0.7491468,25.0,0.0
135570,2019-12-12,1845.0,PUNT,0.0,2019_15_NYJ_BAL,BAL,BAL,NYJ,42,21,21.0,7.0,0.888845,Half1,1875.0,punt,0.11115497,21.0,0.0
136741,2019-12-22,128.0,PUNT,0.0,2019_16_CAR_IND,CAR,IND,CAR,38,6,0.0,0.0,0.35344067,Half1,3541.0,punt,0.64655936,40.0,0.0
136757,2019-12-22,511.0,PUNT,0.0,2019_16_CAR_IND,CAR,IND,CAR,38,6,13.0,0.0,0.19535452,Half1,3178.0,punt,0.8046455,84.0,1.0
136882,2019-12-22,3442.0,PUNT,0.0,2019_16_CAR_IND,CAR,IND,CAR,38,6,30.0,6.0,0.005708667,Half2,454.0,punt,0.9942913,71.0,1.0
137378,2019-12-22,1097.0,PUNT,0.0,2019_16_DET_DEN,DEN,DEN,DET,27,17,0.0,9.0,0.40025148,Half1,2470.0,punt,0.5997485,64.0,1.0
137662,2019-12-23,3779.0,PUNT,0.0,2019_16_GB_MIN,GB,MIN,GB,10,23,10.0,23.0,0.99767464,Half2,162.0,punt,0.002325356,23.0,0.0
138971,2019-12-22,775.0,PUNT,0.0,2019_16_PIT_NYJ,PIT,NYJ,PIT,16,10,7.0,0.0,0.24131702,Half1,2823.0,punt,0.75868297,20.0,0.0
142572,2020-01-04,1280.0,PUNT,0.0,2019_18_TEN_NE,TEN,NE,TEN,13,20,10.0,7.0,0.35395667,Half1,2293.0,punt,0.6460433,23.0,0.0
143421,2020-01-19,595.0,PUNT,0.0,2019_20_GB_SF,GB,SF,GB,37,20,7.0,0.0,0.23567854,Half1,2851.0,punt,0.76432145,26.0,0.0
144603,2020-09-13,3370.0,PUNT,0.0,2020_01_DAL_LA,LA,LA,DAL,20,17,20.0,17.0,0.6266638,Half2,931.0,punt,0.3733362,20.0,0.0
145278,2020-09-13,2783.0,PUNT,0.0,2020_01_LAC_CIN,LAC,CIN,LAC,13,16,10.0,6.0,0.24984427,Half2,1373.0,punt,0.75015575,22.0,0.0
145445,2020-09-13,2143.0,PUNT,0.0,2020_01_LV_CAR,CAR,CAR,LV,30,34,15.0,17.0,0.42166615,Half2,1675.0,punt,0.57833385,27.0,0.0
145731,2020-09-13,1155.0,PUNT,0.0,2020_01_NYJ_BUF,NYJ,BUF,NYJ,27,17,14.0,0.0,0.11424475,Half1,2700.0,punt,0.88575524,23.0,0.0
146115,2020-09-14,1146.0,PUNT,0.0,2020_01_PIT_NYG,PIT,NYG,PIT,16,26,10.0,3.0,0.23859012,Half1,2576.0,punt,0.7614099,20.0,0.0
148999,2020-09-20,3302.0,PUNT,0.0,2020_02_NE_SEA,NE,SEA,NE,35,30,28.0,23.0,0.17805415,Half2,549.0,punt,0.82194585,20.0,0.0
153310,2020-10-04,2623.0,PUNT,0.0,2020_04_BUF_LV,LV,LV,BUF,23,30,16.0,17.0,0.4354112,Half2,1057.0,punt,0.5645888,38.0,0.0
153488,2020-10-04,2736.0,PUNT,0.0,2020_04_CLE_DAL,CLE,DAL,CLE,38,49,14.0,38.0,0.99702555,Half2,1386.0,punt,0.0029744506,27.0,0.0
153710,2020-10-01,3216.0,PUNT,0.0,2020_04_DEN_NYJ,NYJ,NYJ,DEN,28,37,16.0,24.0,0.15521888,Half2,967.0,punt,0.8447811,41.0,0.0
153919,2020-10-04,3367.0,PUNT,0.0,2020_04_IND_CHI,CHI,CHI,IND,11,19,3.0,16.0,0.050067052,Half2,858.0,punt,0.94993293,21.0,0.0
154759,2020-10-04,1674.0,PUNT,0.0,2020_04_NO_DET,DET,DET,NO,29,35,14.0,21.0,0.21539561,Half1,1916.0,punt,0.7846044,22.0,0.0
